"","_id","RFID","birthDate","sex","breed","category","birthWeight"
"1","63eca29e09a383fcf30aa6aa","032 010001234771",1970-01-01,"xxxxxx","xxxxxx","xxxxxx","0"
"2","63eca29e09a383fcf30aa6ab","032 010001234844",1970-01-01,"xxxxxx","xxxxxx","xxxxxx","0"
"3","627b7b2f634ae0eb6b073343","032 010002017024",1970-01-01,"male","Crossbreed","growing","0"
"4","628ca9e6406ff6943f0844ae","032 010002017032",1970-01-01,"male","Crossbreed","growing","0"
"5","627b7b2e634ae0eb6b07333b","032 010002017041",1970-01-01,"male","Crossbreed","growing","0"
"6","627b7b2e634ae0eb6b07333c","032 010002017043",1970-01-01,"female","Crossbreed","growing","0"
"7","627b7b2e634ae0eb6b073339","032 010002017057",1970-01-01,"male","Crossbreed","growing","0"
"8","627b7b2e634ae0eb6b07333e","032 010002017061",1970-01-01,"male","Crossbreed","growing","0"
"9","627b7b2e634ae0eb6b07333d","032 010002017071",1970-01-01,"male","Crossbreed","growing","0"
"10","627b7b2f634ae0eb6b073341","032 010002017078",1970-01-01,"male","Crossbreed","growing","0"
"11","627b7b2e634ae0eb6b07333a","032 010002017081",1970-01-01,"male","Crossbreed","growing","0"
"12","627b7b2f634ae0eb6b073340","032 010002017092",1970-01-01,"male","Crossbreed","growing","0"
"13","627b7b2f634ae0eb6b07333f","032 010002017099",1970-01-01,"female","Crossbreed","growing","0"
"14","627b7b2d634ae0eb6b073337","032 010002017106",1970-01-01,"male","Crossbreed","growing","0"
"15","627b7b2d634ae0eb6b073338","032 010002017119",1970-01-01,"male","Crossbreed","growing","0"
"16","627b7b2c634ae0eb6b07332e","032 010002017146",1970-01-01,"male","Crossbreed","growing","0"
"17","627b7b24634ae0eb6b0732fb","032 010002017151",1970-01-01,"male","Crossbreed","growing","0"
"18","627b7b24634ae0eb6b0732ff","032 010002017154",1970-01-01,"male","Angus","growing","0"
"19","627b7b24634ae0eb6b0732fe","032 010002017160",1970-01-01,"male","Crossbreed","growing","0"
"20","627b7b23634ae0eb6b0732f6","032 010002017165",1970-01-01,"male","Crossbreed","growing","0"
"21","627b7b27634ae0eb6b073311","032 010002017168",1970-01-01,"male","Angus","growing","0"
"22","627b7b2b634ae0eb6b07332b","032 010002017170",1970-01-01,"male","Angus","growing","0"
"23","627b7b2c634ae0eb6b073330","032 010002017173",1970-01-01,"male","Angus","growing","0"
"24","627b7b2a634ae0eb6b073323","032 010002017184",1970-01-01,"male","Angus","growing","0"
"25","627b7b25634ae0eb6b073304","032 010002017186",1970-01-01,"male","Angus","growing","0"
"26","627b7b22634ae0eb6b0732f2","032 010002017212",1970-01-01,"male","Crossbreed","growing","0"
"27","627b7b24634ae0eb6b073301","032 010002017215",1970-01-01,"male","Crossbreed","growing","0"
"28","627b7b29634ae0eb6b07331f","032 010002017229",1970-01-01,"male","Crossbreed","growing","0"
"29","627b7b27634ae0eb6b073314","032 010002017233",1970-01-01,"male","Crossbreed","growing","0"
"30","627b7b2d634ae0eb6b073336","032 010002017239",1970-01-01,"male","Crossbreed","growing","0"
"31","627b7b29634ae0eb6b07331e","032 010002017256",1970-01-01,"male","Crossbreed","growing","0"
"32","627b7b24634ae0eb6b0732fc","032 010002017262",1970-01-01,"male","Angus","growing","0"
"33","627b7b2b634ae0eb6b073328","032 010002017275",1970-01-01,"male","Crossbreed","growing","0"
"34","627b7b23634ae0eb6b0732f7","032 010002017276",1970-01-01,"male","Crossbreed","growing","0"
"35","627b7b26634ae0eb6b07330c","032 010002017278",1970-01-01,"male","Crossbreed","growing","0"
"36","627b7b24634ae0eb6b073300","032 010002017296",1970-01-01,"male","Hereford","growing","0"
"37","628caa3a406ff6943f0844b2","032 010002017297",1970-01-01,"male","Hereford","growing","0"
"38","627b7b27634ae0eb6b073310","032 010002017298",1970-01-01,"male","Crossbreed","growing","0"
"39","627b7b2d634ae0eb6b073333","032 010002017305",1970-01-01,"male","Crossbreed","growing","0"
"40","627b7b2a634ae0eb6b073320","032 010002017314",1970-01-01,"male","Crossbreed","growing","0"
"41","627b7b29634ae0eb6b07331b","032 010002017316",1970-01-01,"male","Hereford","growing","0"
"42","6385e018b18865f374063566","032 010002017322",1970-01-01,"female","Cruza","growing","0"
"43","627b7b26634ae0eb6b07330d","032 010002017327",1970-01-01,"male","Crossbreed","growing","0"
"44","627b7b23634ae0eb6b0732f4","032 010002017330",1970-01-01,"male","Crossbreed","growing","0"
"45","627b7b2d634ae0eb6b073334","032 010002017334",1970-01-01,"male","Crossbreed","growing","0"
"46","627b7b26634ae0eb6b07330e","032 010002017337",1970-01-01,"male","Crossbreed","growing","0"
"47","627b7b2c634ae0eb6b073332","032 010002017339",1970-01-01,"male","Hereford","growing","0"
"48","627b7b22634ae0eb6b0732f1","032 010002017340",1970-01-01,"male","Crossbreed","growing","0"
"49","627b7b2c634ae0eb6b07332d","032 010002017343",1970-01-01,"male","Crossbreed","growing","0"
"50","627b7b26634ae0eb6b073308","032 010002017345",1970-01-01,"male","Crossbreed","growing","0"
"51","627b7b25634ae0eb6b073307","032 010002017346",1970-01-01,"male","Crossbreed","growing","0"
"52","627b7b23634ae0eb6b0732f8","032 010002017351",1970-01-01,"male","Angus","growing","0"
"53","627b7b27634ae0eb6b073312","032 010002017357",1970-01-01,"male","Hereford","growing","0"
"54","627b7b23634ae0eb6b0732f3","032 010002017358",1970-01-01,"male","Crossbreed","growing","0"
"55","627b7b25634ae0eb6b073303","032 010002017359",1970-01-01,"male","Crossbreed","growing","0"
"56","627b7b2a634ae0eb6b073321","032 010002017360",1970-01-01,"male","Crossbreed","growing","0"
"57","627b7b2a634ae0eb6b073324","032 010002017361",1970-01-01,"male","Crossbreed","growing","0"
"58","627b7b27634ae0eb6b07330f","032 010002017369",1970-01-01,"male","Crossbreed","growing","0"
"59","627b7b2a634ae0eb6b073325","032 010002017372",1970-01-01,"male","Crossbreed","growing","0"
"60","627b7b28634ae0eb6b073318","032 010002017378",1970-01-01,"male","Crossbreed","growing","0"
"61","627b7b2c634ae0eb6b07332f","032 010002017379",1970-01-01,"female","Crossbreed","growing","0"
"62","627b7b27634ae0eb6b073315","032 010002017381",1970-01-01,"male","Crossbreed","growing","0"
"63","627b7b25634ae0eb6b073305","032 010002017385",1970-01-01,"male","Angus","growing","0"
"64","627b7b26634ae0eb6b07330b","032 010002017387",1970-01-01,"male","Crossbreed","growing","0"
"65","627b7b23634ae0eb6b0732f5","032 010002017401",1970-01-01,"male","Angus","growing","0"
"66","627b7b25634ae0eb6b073302","032 010002017404",1970-01-01,"male","Crossbreed","growing","0"
"67","627b7b28634ae0eb6b07331a","032 010002017409",1970-01-01,"male","Crossbreed","growing","0"
"68","627b7b28634ae0eb6b073319","032 010002017413",1970-01-01,"male","Crossbreed","growing","0"
"69","627b7b24634ae0eb6b0732fa","032 010002017420",1970-01-01,"male","Crossbreed","growing","0"
"70","627b7b2a634ae0eb6b073322","032 010002017430",1970-01-01,"male","Crossbreed","growing","0"
"71","627b7b2c634ae0eb6b073331","032 010002017444",1970-01-01,"male","Crossbreed","growing","0"
"72","627b7b24634ae0eb6b0732fd","032 010002017452",1970-01-01,"male","Angus","growing","0"
"73","627b7b27634ae0eb6b073313","032 010002017457",1970-01-01,"male","Crossbreed","growing","0"
"74","627b7b29634ae0eb6b07331d","032 010002017460",1970-01-01,"male","Hereford","growing","0"
"75","627b7b26634ae0eb6b073309","032 010002017462",1970-01-01,"male","Crossbreed","growing","0"
"76","627b7b2b634ae0eb6b073327","032 010002017466",1970-01-01,"male","Crossbreed","growing","0"
"77","627b7b2d634ae0eb6b073335","032 010002017468",1970-01-01,"male","Crossbreed","growing","0"
"78","627b7b2b634ae0eb6b07332a","032 010002017469",1970-01-01,"male","Crossbreed","growing","0"
"79","627b7b2b634ae0eb6b073329","032 010002017477",1970-01-01,"male","Angus","growing","0"
"80","627b7b25634ae0eb6b073306","032 010002017481",1970-01-01,"male","Angus","growing","0"
"81","627b7b28634ae0eb6b073317","032 010002017495",1970-01-01,"male","Hereford","growing","0"
"82","627b7b28634ae0eb6b073316","032 010002017498",1970-01-01,"male","Hereford","growing","0"
"83","61ad5fe337640000e60045a8","900 001000660962",1970-01-01,"xxxxxx","xxxxxx","growing","0"
"84","61b6cc72353c000011007250","900 001000660984",1970-01-01,"xxxxxx","xxxxxx","growing","0"
"85","5e6057a8e26f000056006ded","900 001000731902",1970-01-01,"female","British","breeding","0"
"86","5e4dc1347e180000180065d1","900 081000633220",1970-01-01,"female","British","breeding","0"
